南投縣,竹山鎮,竹圍里,14,16,530,110,723,14,15,19,77,2,9,45,2290
南投縣,竹山鎮,桂林里,38,25,919,187,997,31,44,25,119,6,16,67,3532
南投縣,竹山鎮,下坪里,16,17,300,54,336,9,15,9,37,0,7,18,1137
南投縣,竹山鎮,中和里,14,7,378,56,179,6,10,8,22,1,3,37,1019
南投縣,竹山鎮,中崎里,10,10,336,71,389,12,19,8,40,0,2,29,1355
南投縣,竹山鎮,秀林里,10,11,193,44,187,6,6,5,25,2,2,26,729
南投縣,竹山鎮,大鞍里,4,6,88,30,124,1,5,2,4,0,1,8,415
南投縣,竹山鎮,延和里,43,37,1110,240,1425,35,64,52,136,4,6,84,4604
南投縣,竹山鎮,延祥里,28,26,922,184,979,19,53,16,113,4,11,62,3475
南投縣,竹山鎮,延正里,34,21,447,73,432,10,20,14,47,1,5,58,1698
南投縣,竹山鎮,延平里,33,29,806,185,741,17,41,30,102,6,6,55,2872
南投縣,竹山鎮,延山里,12,9,215,30,207,4,8,6,21,0,2,26,786
南投縣,竹山鎮,山崇里,27,16,498,91,495,9,20,12,46,3,1,49,1838
南投縣,竹山鎮,社寮里,12,8,331,78,319,8,8,14,39,2,2,35,1135
南投縣,竹山鎮,中央里,17,15,393,56,267,6,14,9,26,2,7,50,1263
南投縣,竹山鎮,富州里,7,9,150,33,191,2,11,10,29,2,2,30,687
南投縣,竹山鎮,田子里,8,7,155,16,164,6,6,3,14,1,1,23,615
南投縣,竹山鎮,硘磘里,10,16,449,82,440,7,26,15,39,3,2,40,1603
南投縣,竹山鎮,德興里,10,7,224,63,283,7,11,6,16,1,2,28,896
南投縣,竹山鎮,福興里,3,12,148,15,207,7,2,0,14,2,2,16,594
南投縣,竹山鎮,鯉魚里,20,9,192,29,203,4,5,2,20,0,4,34,866
南投縣,竹山鎮,坪頂里,5,5,137,19,101,3,4,5,11,2,2,19,468
南投縣,竹山鎮,瑞竹里,11,7,182,23,168,3,11,2,18,0,2,19,649
南投縣,竹山鎮,桶頭里,26,7,261,29,239,2,6,4,27,2,3,34,974
南投縣,鹿谷鄉,初鄉村,20,16,328,65,446,4,18,10,47,2,3,38,1516
南投縣,鹿谷鄉,鹿谷村,23,15,418,94,569,7,7,16,49,1,4,41,1758
南投縣,鹿谷鄉,彰雅村,14,22,240,71,427,11,16,14,37,4,3,31,1196
南投縣,鹿谷鄉,廣興村,21,27,356,92,694,20,9,23,82,3,6,46,1920
南投縣,鹿谷鄉,內湖村,8,6,221,58,297,19,7,6,37,2,3,27,1026
南投縣,鹿谷鄉,和雅村,9,8,105,30,211,3,4,3,26,0,0,22,587
南投縣,鹿谷鄉,竹林村,13,27,312,54,495,8,10,6,43,0,12,62,1528
南投縣,鹿谷鄉,竹豐村,4,19,161,40,324,8,9,10,26,2,2,35,900
南投縣,鹿谷鄉,鳳凰村,17,19,353,77,386,10,22,13,32,3,2,45,1403
南投縣,鹿谷鄉,永隆村,21,12,326,86,464,10,6,10,48,2,5,40,1433
南投縣,鹿谷鄉,秀峰村,10,11,164,22,155,3,4,5,14,1,1,19,621
南投縣,鹿谷鄉,秀峰村、永隆村,3,5,115,24,86,5,3,1,6,0,2,13,415
南投縣,鹿谷鄉,清水村,16,7,208,46,171,1,3,2,18,2,3,14,707
南投縣,鹿谷鄉,瑞田村,8,9,199,32,173,1,17,8,24,0,2,28,745
南投縣,水里鄉,水里村,13,5,164,28,268,7,4,4,35,1,1,17,818
南投縣,水里鄉,新城村,9,14,346,91,491,9,15,22,49,1,2,23,1608
南投縣,水里鄉,中央村,5,6,122,43,250,5,3,6,25,1,1,14,675
南投縣,水里鄉,城中村,10,5,174,61,341,9,10,7,54,0,1,8,973
南投縣,水里鄉,農富村,4,5,113,44,167,2,1,6,13,0,0,8,494
南投縣,水里鄉,車埕村,12,7,74,22,163,4,4,3,23,1,1,13,488
南投縣,水里鄉,新興村,5,11,90,17,207,1,7,2,36,0,1,31,674
南投縣,水里鄉,北埔村,6,12,160,54,364,4,10,4,24,1,2,9,975
南投縣,水里鄉,南光村,15,13,302,89,503,15,13,12,43,3,4,28,1438
南投縣,水里鄉,鉅工村,11,5,203,48,380,5,4,7,45,1,2,10,978
南投縣,水里鄉,永豐村,17,24,297,78,418,4,20,12,67,1,3,33,1424
南投縣,水里鄉,民和村,16,19,240,62,224,3,8,5,31,0,9,41,987
南投縣,水里鄉,頂崁村,14,5,246,52,359,7,11,6,40,2,1,35,1243
南投縣,水里鄉,新山村,2,4,50,14,99,1,2,3,10,2,1,7,311
南投縣,水里鄉,郡坑村,4,0,63,15,116,6,4,0,14,0,0,9,343
南投縣,水里鄉,上安村,21,13,193,52,377,7,12,11,29,1,1,38,1130
南投縣,水里鄉,興隆村,3,5,82,19,74,2,2,1,10,0,1,4,326
南投縣,水里鄉,永興村,3,0,62,21,86,2,5,4,24,0,3,8,343
南投縣,水里鄉,玉峰村,17,9,266,76,165,5,6,6,27,2,4,15,898
