臺北市,內湖區,港華里,0,15,4,2,3,405,735,13,1562
臺北市,內湖區,港華里,1,17,1,3,3,452,688,15,1618
臺北市,內湖區,內湖里,1,13,3,2,8,529,642,18,1668
臺北市,內湖區,內湖里,0,9,3,0,3,488,707,17,1675
臺北市,內湖區,內湖里,0,11,3,2,7,507,589,13,1637
臺北市,內湖區,湖濱里,0,9,1,1,10,509,520,11,1579
臺北市,內湖區,湖濱里,1,11,3,0,11,372,491,16,1257
臺北市,內湖區,湖濱里,1,11,2,1,2,459,603,15,1484
臺北市,內湖區,湖濱里,4,14,0,1,11,386,358,17,1053
臺北市,內湖區,湖濱里,2,4,3,3,4,489,478,13,1438
臺北市,內湖區,紫星里,0,11,2,2,9,481,734,14,1748
臺北市,內湖區,紫星里,1,10,0,2,7,440,694,15,1650
臺北市,內湖區,紫星里,1,12,0,1,9,406,669,9,1531
臺北市,內湖區,紫星里,2,11,3,0,8,545,727,10,1785
臺北市,內湖區,大湖里,1,6,2,3,4,389,541,12,1385
臺北市,內湖區,大湖里,1,19,2,0,5,474,628,16,1552
臺北市,內湖區,大湖里,1,15,0,3,11,471,637,7,1612
臺北市,內湖區,金龍里,0,7,1,4,7,471,638,4,1620
臺北市,內湖區,金龍里,0,12,1,1,8,443,640,16,1596
臺北市,內湖區,金龍里,0,10,3,1,4,428,582,12,1434
臺北市,內湖區,金瑞里,3,9,2,2,6,363,610,14,1425
臺北市,內湖區,金瑞里,1,14,2,0,4,470,516,10,1418
臺北市,內湖區,金瑞里,2,14,0,3,5,447,537,12,1361
臺北市,內湖區,金瑞里,2,9,1,3,7,393,601,16,1374
臺北市,內湖區,碧山里,1,2,1,2,2,56,253,2,427
臺北市,內湖區,碧山里,4,6,4,1,8,430,512,8,1306
臺北市,內湖區,碧山里,1,6,3,0,6,428,583,16,1450
臺北市,內湖區,碧山里,0,12,2,4,2,376,614,16,1436
臺北市,內湖區,碧山里,1,10,2,1,4,428,418,17,1226
臺北市,內湖區,紫雲里,0,15,0,3,8,533,647,13,1669
臺北市,內湖區,紫雲里,1,13,2,0,5,655,460,20,1579
臺北市,內湖區,紫雲里,2,11,1,2,8,503,560,14,1600
臺北市,內湖區,清白里,0,14,2,2,10,543,603,20,1655
臺北市,內湖區,清白里,3,14,5,2,5,583,646,13,1731
臺北市,內湖區,清白里,0,15,0,4,8,445,736,15,1636
臺北市,內湖區,清白里,1,22,2,2,15,565,590,28,1782
臺北市,內湖區,葫洲里,0,6,1,0,4,398,462,11,1294
臺北市,內湖區,葫洲里,0,13,1,0,4,451,570,11,1512
臺北市,內湖區,葫洲里,0,18,5,3,4,384,492,14,1290
臺北市,內湖區,葫洲里,2,13,0,0,4,436,516,15,1398
臺北市,內湖區,紫陽里,1,21,2,2,2,466,655,15,1640
臺北市,內湖區,紫陽里,1,15,2,3,11,476,682,11,1736
臺北市,內湖區,紫陽里,2,17,1,3,7,517,672,9,1784
臺北市,內湖區,紫陽里,1,16,0,1,7,530,657,17,1643
臺北市,內湖區,瑞陽里,3,23,3,1,4,577,576,15,1656
臺北市,內湖區,瑞陽里,1,18,3,5,5,659,565,13,1768
臺北市,內湖區,瑞陽里,0,17,1,1,4,659,507,9,1604
臺北市,內湖區,瑞陽里,1,15,3,0,7,601,541,16,1606
臺北市,內湖區,瑞光里,1,16,1,1,6,464,590,15,1460
臺北市,內湖區,瑞光里,0,14,0,3,6,454,429,8,1283
臺北市,內湖區,瑞光里,2,17,0,2,5,545,363,12,1260
臺北市,內湖區,五分里,1,10,3,0,4,325,598,15,1476
臺北市,內湖區,五分里,3,11,0,1,7,365,459,4,1316
臺北市,內湖區,五分里,2,11,2,1,8,353,551,19,1470
臺北市,內湖區,五分里,0,13,0,1,3,325,606,16,1360
臺北市,內湖區,五分里,1,13,0,1,6,392,498,13,1395
臺北市,內湖區,五分里,1,12,0,2,5,305,620,10,1415
臺北市,內湖區,東湖里,0,13,1,1,3,438,803,7,1751
臺北市,內湖區,東湖里,2,14,1,4,6,484,748,14,1742
臺北市,內湖區,東湖里,0,17,1,0,7,469,667,10,1683
臺北市,內湖區,東湖里,2,15,3,2,9,422,635,13,1569
臺北市,內湖區,樂康里,0,4,2,2,3,460,601,8,1573
臺北市,內湖區,樂康里,0,14,1,1,8,378,657,21,1518
臺北市,內湖區,樂康里,0,14,2,3,3,270,505,10,1163
臺北市,內湖區,樂康里,2,12,0,2,4,331,547,12,1312
臺北市,內湖區,樂康里,1,14,1,1,3,376,645,10,1496
臺北市,內湖區,內溝里,0,19,1,2,7,534,598,19,1610
臺北市,內湖區,內溝里,0,13,1,1,5,432,646,15,1615
臺北市,內湖區,內溝里,0,6,0,2,3,127,399,8,771
臺北市,內湖區,週美里,0,8,1,0,2,279,712,12,1445
臺北市,內湖區,週美里,0,15,0,3,7,383,706,15,1634
臺北市,內湖區,週美里,0,14,0,1,3,309,631,8,1356
臺北市,內湖區,週美里,0,13,2,1,3,575,650,16,1840
臺北市,內湖區,行善里,0,12,1,1,8,236,585,5,1196
臺北市,內湖區,行善里,4,13,2,1,4,362,648,15,1399
臺北市,內湖區,行善里,0,10,2,2,8,446,526,12,1465
臺北市,內湖區,行善里,1,17,5,3,6,457,642,8,1559
臺北市,內湖區,石潭里,0,19,2,0,8,465,472,18,1470
臺北市,內湖區,石潭里,0,11,1,0,3,341,673,8,1485
臺北市,內湖區,湖興里,0,12,0,2,6,423,572,7,1471
臺北市,內湖區,湖興里,0,8,1,1,9,500,598,13,2659
臺北市,內湖區,湖興里,0,18,2,2,9,414,671,12,1633
臺北市,內湖區,湖興里,1,21,4,1,5,340,667,14,1480
臺北市,內湖區,湖元里,1,13,1,2,8,410,597,18,1479
臺北市,內湖區,湖元里,1,6,2,0,3,451,693,10,1646
臺北市,內湖區,湖元里,0,15,0,0,8,436,622,15,1588
臺北市,內湖區,安湖里,2,19,3,1,3,500,641,7,1613
臺北市,內湖區,安湖里,1,17,4,3,6,446,680,14,1585
臺北市,內湖區,安湖里,0,16,1,1,4,415,603,12,1433
臺北市,內湖區,安湖里,0,17,6,1,10,458,660,15,1590
臺北市,內湖區,秀湖里,0,13,2,0,4,498,690,10,1723
臺北市,內湖區,秀湖里,0,18,2,3,13,503,659,16,1797
臺北市,內湖區,秀湖里,0,20,6,1,8,580,573,18,1726
臺北市,內湖區,安泰里,0,11,1,2,7,363,613,10,1384
臺北市,內湖區,安泰里,1,21,2,3,4,551,581,11,1620
